"aou","stateroute","n","occ","trans"
5930,52061,15,1,"core"
5930,52067,15,1,"core"
5930,52070,15,1,"core"
5930,52109,15,1,"core"
5930,52126,15,1,"core"
5930,54001,15,1,"core"
5930,54004,13,0.866666666666667,"core"
5930,54014,14,0.933333333333333,"core"
5930,54017,10,0.666666666666667,"core"
5930,54022,15,1,"core"
5930,54025,11,0.733333333333333,"core"
5930,54027,1,0.0666666666666667,"trans"
5930,54035,15,1,"core"
5930,58020,3,0.2,"trans"
5930,58022,2,0.133333333333333,"trans"
5930,59013,15,1,"core"
5930,59029,14,0.933333333333333,"core"
5930,59107,15,1,"core"
5930,59116,15,1,"core"
5930,60126,1,0.0666666666666667,"trans"
5930,61052,15,1,"core"
5930,61058,15,1,"core"
5930,61075,12,0.8,"core"
5930,61123,15,1,"core"
5930,63023,15,1,"core"
5930,63107,15,1,"core"
5930,63207,15,1,"core"
5930,63215,15,1,"core"
5930,63221,15,1,"core"
5930,63222,15,1,"core"
5930,63224,15,1,"core"
5930,63225,15,1,"core"
5930,63905,15,1,"core"
5930,64011,1,0.0666666666666667,"trans"
5930,66039,15,1,"core"
5930,66049,15,1,"core"
5930,66067,15,1,"core"
5930,66074,15,1,"core"
5930,66086,15,1,"core"
5930,66087,15,1,"core"
5930,66904,15,1,"core"
5930,67007,15,1,"core"
5930,67031,14,0.933333333333333,"core"
5930,67051,15,1,"core"
5930,67057,15,1,"core"
5930,67065,4,0.266666666666667,"trans"
5930,68007,15,1,"core"
5930,68023,11,0.733333333333333,"core"
5930,68083,9,0.6,"core"
5930,68207,15,1,"core"
5930,68211,12,0.8,"core"
5930,68297,10,0.666666666666667,"core"
5930,68298,14,0.933333333333333,"core"
5930,68316,10,0.666666666666667,"core"
5930,68901,1,0.0666666666666667,"trans"
5930,72005,15,1,"core"
5930,72008,15,1,"core"
5930,72009,15,1,"core"
5930,72012,15,1,"core"
5930,72023,14,0.933333333333333,"core"
5930,72025,15,1,"core"
5930,72038,15,1,"core"
5930,72071,15,1,"core"
5930,72072,15,1,"core"
5930,72076,15,1,"core"
5930,72097,15,1,"core"
5930,72182,15,1,"core"
5930,72193,15,1,"core"
5930,76002,1,0.0666666666666667,"trans"
5930,76090,1,0.0666666666666667,"trans"
5930,76121,1,0.0666666666666667,"trans"
5930,76190,2,0.133333333333333,"trans"
5930,76309,2,0.133333333333333,"trans"
5930,77800,15,1,"core"
5930,80009,15,1,"core"
5930,80013,15,1,"core"
5930,80116,15,1,"core"
5930,80119,15,1,"core"
5930,82001,15,1,"core"
5930,82003,15,1,"core"
5930,82005,15,1,"core"
5930,82013,15,1,"core"
5930,82021,15,1,"core"
5930,82022,15,1,"core"
5930,82139,15,1,"core"
5930,82902,13,0.866666666666667,"core"
5930,83001,14,0.933333333333333,"core"
5930,83015,15,1,"core"
5930,83017,15,1,"core"
5930,83021,15,1,"core"
5930,83028,15,1,"core"
5930,83029,15,1,"core"
5930,83043,15,1,"core"
5930,83051,15,1,"core"
5930,83105,10,0.666666666666667,"core"
5930,83112,15,1,"core"
5930,83113,15,1,"core"
5930,83149,15,1,"core"
5930,83321,15,1,"core"
5930,83326,15,1,"core"
5930,83327,15,1,"core"
5930,83347,15,1,"core"
5930,83351,15,1,"core"
5930,83353,15,1,"core"
5930,83363,15,1,"core"
5930,87006,13,0.866666666666667,"core"
5930,87011,4,0.266666666666667,"trans"
5930,87014,8,0.533333333333333,"core"
5930,87018,1,0.0666666666666667,"trans"
5930,88002,15,1,"core"
5930,88008,15,1,"core"
5930,88026,15,1,"core"
5930,88029,15,1,"core"
5930,88030,15,1,"core"
5930,88040,15,1,"core"
5930,88116,15,1,"core"
5930,88904,13,0.866666666666667,"core"
5930,88905,13,0.866666666666667,"core"
5930,88910,15,1,"core"
5930,88914,15,1,"core"
5930,88916,15,1,"core"
5930,88924,15,1,"core"
5930,90001,15,1,"core"
5930,90002,15,1,"core"
5930,90024,15,1,"core"
5930,90027,15,1,"core"
5930,90029,15,1,"core"
5930,90030,15,1,"core"
5930,90034,15,1,"core"
5930,90046,15,1,"core"
5930,90053,15,1,"core"
5930,90903,6,0.4,"core"
5930,91003,7,0.466666666666667,"core"
5930,91011,4,0.266666666666667,"trans"
5930,91015,13,0.866666666666667,"core"
5930,91016,13,0.866666666666667,"core"
5930,91033,15,1,"core"
5930,91035,15,1,"core"
5930,91038,12,0.8,"core"
5930,91039,15,1,"core"
5930,91043,15,1,"core"
5930,91066,15,1,"core"
5930,91068,15,1,"core"
5935,83017,7,0.466666666666667,"core"
5940,6028,14,0.933333333333333,"core"
5940,6133,4,0.266666666666667,"trans"
5940,6900,10,0.666666666666667,"core"
5940,6901,1,0.0666666666666667,"trans"
5940,60126,3,0.2,"trans"
5940,60130,15,1,"core"
5940,83015,8,0.533333333333333,"core"
5940,83017,15,1,"core"
5940,83029,12,0.8,"core"
5940,83043,15,1,"core"
5940,83051,1,0.0666666666666667,"trans"
5940,83112,14,0.933333333333333,"core"
5940,83113,15,1,"core"
5940,83327,9,0.6,"core"
5940,83353,2,0.133333333333333,"trans"
5940,83363,5,0.333333333333333,"trans"
5950,4020,1,0.0666666666666667,"trans"
5950,4027,7,0.466666666666667,"core"
5950,4028,14,0.933333333333333,"core"
5950,4055,9,0.6,"core"
5950,4077,5,0.333333333333333,"trans"
5950,4928,9,0.6,"core"
5950,11085,12,0.8,"core"
5950,27041,1,0.0666666666666667,"trans"
5950,34001,15,1,"core"
5950,34023,11,0.733333333333333,"core"
5950,34036,5,0.333333333333333,"trans"
5950,34050,1,0.0666666666666667,"trans"
5950,34057,6,0.4,"core"
5950,34077,5,0.333333333333333,"trans"
5950,35021,1,0.0666666666666667,"trans"
5950,35022,1,0.0666666666666667,"trans"
5950,35028,9,0.6,"core"
5950,35115,1,0.0666666666666667,"trans"
5950,36014,10,0.666666666666667,"core"
5950,36017,12,0.8,"core"
5950,36032,4,0.266666666666667,"trans"
5950,38003,3,0.2,"trans"
5950,38006,1,0.0666666666666667,"trans"
5950,38027,4,0.266666666666667,"trans"
5950,38031,4,0.266666666666667,"trans"
5950,38032,11,0.733333333333333,"core"
5950,39041,1,0.0666666666666667,"trans"
5950,44001,8,0.533333333333333,"core"
5950,44003,12,0.8,"core"
5950,44004,3,0.2,"trans"
5950,44035,11,0.733333333333333,"core"
5950,44060,15,1,"core"
5950,45001,9,0.6,"core"
5950,45003,2,0.133333333333333,"trans"
5950,45041,13,0.866666666666667,"core"
5950,45042,13,0.866666666666667,"core"
5950,45043,12,0.8,"core"
5950,45105,12,0.8,"core"
5950,45113,15,1,"core"
5950,45114,12,0.8,"core"
5950,45121,15,1,"core"
5950,45218,10,0.666666666666667,"core"
5950,46001,14,0.933333333333333,"core"
5950,46004,4,0.266666666666667,"trans"
5950,46008,2,0.133333333333333,"trans"
5950,46051,14,0.933333333333333,"core"
5950,46052,14,0.933333333333333,"core"
5950,47001,1,0.0666666666666667,"trans"
5950,47009,9,0.6,"core"
5950,47015,13,0.866666666666667,"core"
5950,47017,14,0.933333333333333,"core"
5950,49029,14,0.933333333333333,"core"
5950,49039,14,0.933333333333333,"core"
5950,49041,1,0.0666666666666667,"trans"
5950,49070,14,0.933333333333333,"core"
5950,49900,15,1,"core"
5950,49910,15,1,"core"
5950,50012,1,0.0666666666666667,"trans"
5950,50013,3,0.2,"trans"
5950,50028,15,1,"core"
5950,50059,4,0.266666666666667,"trans"
5950,50064,10,0.666666666666667,"core"
5950,50073,15,1,"core"
5950,50902,15,1,"core"
5950,52007,1,0.0666666666666667,"trans"
5950,52008,1,0.0666666666666667,"trans"
5950,52019,11,0.733333333333333,"core"
5950,52056,1,0.0666666666666667,"trans"
5950,52061,4,0.266666666666667,"trans"
5950,52067,6,0.4,"core"
5950,52070,13,0.866666666666667,"core"
5950,52126,10,0.666666666666667,"core"
5950,54001,9,0.6,"core"
5950,54004,1,0.0666666666666667,"trans"
5950,54014,4,0.266666666666667,"trans"
5950,54017,1,0.0666666666666667,"trans"
5950,54022,14,0.933333333333333,"core"
5950,54025,4,0.266666666666667,"trans"
5950,58020,6,0.4,"core"
5950,58022,1,0.0666666666666667,"trans"
5950,59107,2,0.133333333333333,"trans"
5950,59116,7,0.466666666666667,"core"
5950,61052,12,0.8,"core"
5950,61058,12,0.8,"core"
5950,61075,12,0.8,"core"
5950,61123,14,0.933333333333333,"core"
5950,64007,13,0.866666666666667,"core"
5950,64012,3,0.2,"trans"
5950,64028,7,0.466666666666667,"core"
5950,65019,6,0.4,"core"
5950,65022,11,0.733333333333333,"core"
5950,65028,2,0.133333333333333,"trans"
5950,65033,11,0.733333333333333,"core"
5950,66039,4,0.266666666666667,"trans"
5950,66049,15,1,"core"
5950,66074,3,0.2,"trans"
5950,66086,1,0.0666666666666667,"trans"
5950,66904,13,0.866666666666667,"core"
5950,68007,15,1,"core"
5950,68023,14,0.933333333333333,"core"
5950,68083,15,1,"core"
5950,68207,14,0.933333333333333,"core"
5950,68211,12,0.8,"core"
5950,68242,8,0.533333333333333,"core"
5950,68297,11,0.733333333333333,"core"
5950,68298,15,1,"core"
5950,68316,15,1,"core"
5950,68326,15,1,"core"
5950,68901,14,0.933333333333333,"core"
5950,72005,15,1,"core"
5950,72008,15,1,"core"
5950,72009,15,1,"core"
5950,72012,15,1,"core"
5950,72023,15,1,"core"
5950,72025,11,0.733333333333333,"core"
5950,72038,13,0.866666666666667,"core"
5950,72071,13,0.866666666666667,"core"
5950,72182,1,0.0666666666666667,"trans"
5950,75005,9,0.6,"core"
5950,75009,6,0.4,"core"
5950,76002,14,0.933333333333333,"core"
5950,76010,15,1,"core"
5950,76018,12,0.8,"core"
5950,76060,9,0.6,"core"
5950,76090,4,0.266666666666667,"trans"
5950,76121,8,0.533333333333333,"core"
5950,76127,15,1,"core"
5950,76190,7,0.466666666666667,"core"
5950,76309,15,1,"core"
5950,76390,7,0.466666666666667,"core"
5950,79130,12,0.8,"core"
5950,81001,5,0.333333333333333,"trans"
5950,82902,6,0.4,"core"
5950,87006,14,0.933333333333333,"core"
5950,87011,11,0.733333333333333,"core"
5950,87014,12,0.8,"core"
5950,87018,13,0.866666666666667,"core"
5950,88008,1,0.0666666666666667,"trans"
5950,88904,3,0.2,"trans"
5950,88905,12,0.8,"core"
5950,88924,5,0.333333333333333,"trans"
5950,90001,7,0.466666666666667,"core"
5950,90002,7,0.466666666666667,"core"
5950,90024,6,0.4,"core"
5950,90027,3,0.2,"trans"
5950,90029,10,0.666666666666667,"core"
5950,90030,7,0.466666666666667,"core"
5950,90046,11,0.733333333333333,"core"
5950,90053,4,0.266666666666667,"trans"
5950,90903,15,1,"core"
5950,91003,15,1,"core"
5950,91007,15,1,"core"
5950,91011,15,1,"core"
5950,91015,15,1,"core"
5950,91016,14,0.933333333333333,"core"
5950,91023,15,1,"core"
5950,91033,14,0.933333333333333,"core"
5950,91035,15,1,"core"
5950,91038,15,1,"core"
5950,91039,14,0.933333333333333,"core"
5950,91043,15,1,"core"
5950,91066,14,0.933333333333333,"core"
5950,91068,11,0.733333333333333,"core"
5960,4105,14,0.933333333333333,"core"
5960,6024,2,0.133333333333333,"trans"
5960,6028,3,0.2,"trans"
5960,6064,15,1,"core"
5960,6079,14,0.933333333333333,"core"
5960,6123,9,0.6,"core"
5960,6133,15,1,"core"
5960,6900,14,0.933333333333333,"core"
5960,6901,14,0.933333333333333,"core"
5960,11003,7,0.466666666666667,"core"
5960,11005,11,0.733333333333333,"core"
5960,11010,15,1,"core"
5960,11029,14,0.933333333333333,"core"
5960,14016,1,0.0666666666666667,"trans"
5960,14075,13,0.866666666666667,"core"
5960,14082,15,1,"core"
5960,14138,10,0.666666666666667,"core"
5960,14156,15,1,"core"
5960,14179,14,0.933333333333333,"core"
5960,14185,15,1,"core"
5960,14190,14,0.933333333333333,"core"
5960,14199,14,0.933333333333333,"core"
5960,14902,15,1,"core"
5960,17008,10,0.666666666666667,"core"
5960,17015,8,0.533333333333333,"core"
5960,17016,10,0.666666666666667,"core"
5960,17042,1,0.0666666666666667,"trans"
5960,17045,9,0.6,"core"
5960,17047,1,0.0666666666666667,"trans"
5960,17211,5,0.333333333333333,"trans"
5960,17216,15,1,"core"
5960,17303,11,0.733333333333333,"core"
5960,17322,15,1,"core"
5960,17903,15,1,"core"
5960,33002,13,0.866666666666667,"core"
5960,33006,14,0.933333333333333,"core"
5960,33029,15,1,"core"
5960,33111,13,0.866666666666667,"core"
5960,33119,3,0.2,"trans"
5960,33204,15,1,"core"
5960,33209,3,0.2,"trans"
5960,33214,3,0.2,"trans"
5960,33219,4,0.266666666666667,"trans"
5960,33221,1,0.0666666666666667,"trans"
5960,33222,5,0.333333333333333,"trans"
5960,38025,5,0.333333333333333,"trans"
5960,38031,1,0.0666666666666667,"trans"
5960,38032,2,0.133333333333333,"trans"
5960,53007,2,0.133333333333333,"trans"
5960,53015,7,0.466666666666667,"core"
5960,53027,2,0.133333333333333,"trans"
5960,53041,7,0.466666666666667,"core"
5960,53074,5,0.333333333333333,"trans"
5960,53075,10,0.666666666666667,"core"
5960,53086,11,0.733333333333333,"core"
5960,54035,11,0.733333333333333,"core"
5960,55114,3,0.2,"trans"
5960,60003,15,1,"core"
5960,60004,15,1,"core"
5960,60006,1,0.0666666666666667,"trans"
5960,60019,9,0.6,"core"
5960,60028,15,1,"core"
5960,60058,14,0.933333333333333,"core"
5960,60059,14,0.933333333333333,"core"
5960,60060,15,1,"core"
5960,60070,15,1,"core"
5960,64034,4,0.266666666666667,"trans"
5960,64043,1,0.0666666666666667,"trans"
5960,69008,8,0.533333333333333,"core"
5960,69019,15,1,"core"
5960,69029,3,0.2,"trans"
5960,69041,15,1,"core"
5960,69057,15,1,"core"
5960,69058,15,1,"core"
5960,69127,15,1,"core"
5960,69212,13,0.866666666666667,"core"
5960,69225,15,1,"core"
5960,69229,15,1,"core"
5960,69230,2,0.133333333333333,"trans"
5960,69252,8,0.533333333333333,"core"
5960,69253,15,1,"core"
5960,69254,1,0.0666666666666667,"trans"
5960,81705,8,0.533333333333333,"core"
5960,85008,1,0.0666666666666667,"trans"
5960,85010,12,0.8,"core"
5960,85015,13,0.866666666666667,"core"
5960,85020,15,1,"core"
5960,85104,1,0.0666666666666667,"trans"
5960,85112,1,0.0666666666666667,"trans"
5960,85119,10,0.666666666666667,"core"
5960,85120,4,0.266666666666667,"trans"
5960,85206,15,1,"core"
5960,85901,3,0.2,"trans"
5960,85902,15,1,"core"
5960,85903,2,0.133333333333333,"trans"
5960,89003,15,1,"core"
5960,89024,15,1,"core"
5960,89027,15,1,"core"
5960,89030,13,0.866666666666667,"core"
5960,89040,15,1,"core"
5960,89044,15,1,"core"
5960,89070,13,0.866666666666667,"core"
5960,89071,15,1,"core"
5960,89908,13,0.866666666666667,"core"
5960,89910,15,1,"core"
5960,92001,1,0.0666666666666667,"trans"
5960,92007,15,1,"core"
5960,92026,10,0.666666666666667,"core"
5960,92042,4,0.266666666666667,"trans"
5960,92051,13,0.866666666666667,"core"
5960,92150,4,0.266666666666667,"trans"
5970,2001,11,0.733333333333333,"core"
5970,2007,15,1,"core"
5970,2020,14,0.933333333333333,"core"
5970,2025,15,1,"core"
5970,2028,13,0.866666666666667,"core"
5970,2033,14,0.933333333333333,"core"
5970,2035,15,1,"core"
5970,2036,11,0.733333333333333,"core"
5970,2038,15,1,"core"
5970,2039,15,1,"core"
5970,2048,15,1,"core"
5970,2051,13,0.866666666666667,"core"
5970,2052,15,1,"core"
5970,2053,12,0.8,"core"
5970,2054,15,1,"core"
5970,2063,14,0.933333333333333,"core"
5970,2066,15,1,"core"
5970,2068,15,1,"core"
5970,2072,13,0.866666666666667,"core"
5970,2111,15,1,"core"
5970,2142,12,0.8,"core"
5970,2205,14,0.933333333333333,"core"
5970,2207,15,1,"core"
5970,2211,15,1,"core"
5970,2212,15,1,"core"
5970,2218,13,0.866666666666667,"core"
5970,6024,9,0.6,"core"
5970,6028,15,1,"core"
5970,6063,3,0.2,"trans"
5970,6064,14,0.933333333333333,"core"
5970,6074,7,0.466666666666667,"core"
5970,6123,6,0.4,"core"
5970,6133,12,0.8,"core"
5970,6900,13,0.866666666666667,"core"
5970,6901,12,0.8,"core"
5970,7001,13,0.866666666666667,"core"
5970,7002,10,0.666666666666667,"core"
5970,7007,15,1,"core"
5970,7016,14,0.933333333333333,"core"
5970,7022,14,0.933333333333333,"core"
5970,7026,15,1,"core"
5970,17008,15,1,"core"
5970,17058,4,0.266666666666667,"trans"
5970,17125,1,0.0666666666666667,"trans"
5970,17216,3,0.2,"trans"
5970,25015,14,0.933333333333333,"core"
5970,25018,13,0.866666666666667,"core"
5970,25021,12,0.8,"core"
5970,25053,6,0.4,"core"
5970,25901,5,0.333333333333333,"trans"
5970,25905,10,0.666666666666667,"core"
5970,25912,1,0.0666666666666667,"trans"
5970,25920,15,1,"core"
5970,25922,1,0.0666666666666667,"trans"
5970,27004,15,1,"core"
5970,27007,15,1,"core"
5970,27041,3,0.2,"trans"
5970,27044,15,1,"core"
5970,27045,15,1,"core"
5970,27048,15,1,"core"
5970,27051,15,1,"core"
5970,27117,5,0.333333333333333,"trans"
5970,34036,5,0.333333333333333,"trans"
5970,34050,6,0.4,"core"
5970,34057,15,1,"core"
5970,35021,7,0.466666666666667,"core"
5970,35022,5,0.333333333333333,"trans"
5970,35037,11,0.733333333333333,"core"
5970,35041,10,0.666666666666667,"core"
5970,36033,13,0.866666666666667,"core"
5970,38003,10,0.666666666666667,"core"
5970,38004,13,0.866666666666667,"core"
5970,38006,2,0.133333333333333,"trans"
5970,38007,5,0.333333333333333,"trans"
5970,38011,15,1,"core"
5970,38013,12,0.8,"core"
5970,38024,2,0.133333333333333,"trans"
5970,38025,10,0.666666666666667,"core"
5970,38027,7,0.466666666666667,"core"
5970,38031,3,0.2,"trans"
5970,38032,13,0.866666666666667,"core"
5970,38035,11,0.733333333333333,"core"
5970,38118,1,0.0666666666666667,"trans"
5970,39021,14,0.933333333333333,"core"
5970,39025,15,1,"core"
5970,39026,15,1,"core"
5970,39036,15,1,"core"
5970,39041,12,0.8,"core"
5970,42122,6,0.4,"core"
5970,46027,15,1,"core"
5970,46028,15,1,"core"
5970,46035,15,1,"core"
5970,46041,15,1,"core"
5970,46112,14,0.933333333333333,"core"
5970,46126,15,1,"core"
5970,46150,15,1,"core"
5970,51028,15,1,"core"
5970,51902,15,1,"core"
5970,52007,14,0.933333333333333,"core"
5970,52008,14,0.933333333333333,"core"
5970,52019,10,0.666666666666667,"core"
5970,52056,15,1,"core"
5970,52057,14,0.933333333333333,"core"
5970,52061,7,0.466666666666667,"core"
5970,52067,2,0.133333333333333,"trans"
5970,52070,6,0.4,"core"
5970,52109,15,1,"core"
5970,52126,9,0.6,"core"
5970,54001,1,0.0666666666666667,"trans"
5970,54014,12,0.8,"core"
5970,54017,11,0.733333333333333,"core"
5970,54022,15,1,"core"
5970,54025,13,0.866666666666667,"core"
5970,54027,3,0.2,"trans"
5970,54035,14,0.933333333333333,"core"
5970,55114,2,0.133333333333333,"trans"
5970,59013,2,0.133333333333333,"trans"
5970,59029,1,0.0666666666666667,"trans"
5970,59107,7,0.466666666666667,"core"
5970,60003,14,0.933333333333333,"core"
5970,60004,10,0.666666666666667,"core"
5970,60005,6,0.4,"core"
5970,60006,15,1,"core"
5970,60008,6,0.4,"core"
5970,60028,1,0.0666666666666667,"trans"
5970,60060,14,0.933333333333333,"core"
5970,60067,4,0.266666666666667,"trans"
5970,60070,10,0.666666666666667,"core"
5970,60074,2,0.133333333333333,"trans"
5970,60080,15,1,"core"
5970,60126,11,0.733333333333333,"core"
5970,60130,14,0.933333333333333,"core"
5970,60155,14,0.933333333333333,"core"
5970,63023,15,1,"core"
5970,63107,10,0.666666666666667,"core"
5970,63207,14,0.933333333333333,"core"
5970,63215,15,1,"core"
5970,63221,5,0.333333333333333,"trans"
5970,63224,15,1,"core"
5970,63225,10,0.666666666666667,"core"
5970,63905,11,0.733333333333333,"core"
5970,66074,13,0.866666666666667,"core"
5970,66086,10,0.666666666666667,"core"
5970,66087,1,0.0666666666666667,"trans"
5970,67007,13,0.866666666666667,"core"
5970,67031,12,0.8,"core"
5970,67051,14,0.933333333333333,"core"
5970,67057,15,1,"core"
5970,67065,5,0.333333333333333,"trans"
5970,67070,5,0.333333333333333,"trans"
5970,72097,4,0.266666666666667,"trans"
5970,72193,1,0.0666666666666667,"trans"
5970,80009,15,1,"core"
5970,80013,15,1,"core"
5970,80116,14,0.933333333333333,"core"
5970,80119,14,0.933333333333333,"core"
5970,81001,14,0.933333333333333,"core"
5970,82001,15,1,"core"
5970,82003,10,0.666666666666667,"core"
5970,82005,14,0.933333333333333,"core"
5970,82013,15,1,"core"
5970,82021,15,1,"core"
5970,82022,15,1,"core"
5970,82139,9,0.6,"core"
5970,83015,3,0.2,"trans"
5970,83017,8,0.533333333333333,"core"
5970,83028,5,0.333333333333333,"trans"
5970,83029,5,0.333333333333333,"trans"
5970,83043,13,0.866666666666667,"core"
5970,83051,5,0.333333333333333,"trans"
5970,83105,10,0.666666666666667,"core"
5970,83112,12,0.8,"core"
5970,83113,15,1,"core"
5970,83321,13,0.866666666666667,"core"
5970,83326,15,1,"core"
5970,83327,11,0.733333333333333,"core"
5970,83347,15,1,"core"
5970,83351,2,0.133333333333333,"trans"
5970,83353,4,0.266666666666667,"trans"
5970,83363,15,1,"core"
5970,85010,11,0.733333333333333,"core"
5970,85015,4,0.266666666666667,"trans"
5970,85019,1,0.0666666666666667,"trans"
5970,85112,4,0.266666666666667,"trans"
5970,85120,1,0.0666666666666667,"trans"
5970,85171,4,0.266666666666667,"trans"
5970,88002,12,0.8,"core"
5970,88008,3,0.2,"trans"
5970,88026,12,0.8,"core"
5970,88029,15,1,"core"
5970,88030,15,1,"core"
5970,88040,15,1,"core"
5970,88116,10,0.666666666666667,"core"
5970,88910,13,0.866666666666667,"core"
5970,88914,15,1,"core"
5970,88916,10,0.666666666666667,"core"
5980,2001,15,1,"core"
5980,2007,15,1,"core"
5980,2020,15,1,"core"
5980,2025,15,1,"core"
5980,2028,15,1,"core"
5980,2033,15,1,"core"
5980,2035,15,1,"core"
5980,2036,15,1,"core"
5980,2038,15,1,"core"
5980,2039,15,1,"core"
5980,2048,15,1,"core"
5980,2051,15,1,"core"
5980,2052,15,1,"core"
5980,2053,15,1,"core"
5980,2054,15,1,"core"
5980,2063,15,1,"core"
5980,2066,15,1,"core"
5980,2068,15,1,"core"
5980,2072,15,1,"core"
5980,2111,15,1,"core"
5980,2142,15,1,"core"
5980,2205,15,1,"core"
5980,2207,15,1,"core"
5980,2211,15,1,"core"
5980,2212,15,1,"core"
5980,2218,15,1,"core"
5980,6028,1,0.0666666666666667,"trans"
5980,6123,1,0.0666666666666667,"trans"
5980,7001,15,1,"core"
5980,7002,15,1,"core"
5980,7007,15,1,"core"
5980,7016,15,1,"core"
5980,7022,15,1,"core"
5980,7026,15,1,"core"
5980,25015,9,0.6,"core"
5980,25018,9,0.6,"core"
5980,25021,3,0.2,"trans"
5980,25053,11,0.733333333333333,"core"
5980,25901,6,0.4,"core"
5980,25911,1,0.0666666666666667,"trans"
5980,25920,15,1,"core"
5980,27004,14,0.933333333333333,"core"
5980,27007,15,1,"core"
5980,27041,15,1,"core"
5980,27044,15,1,"core"
5980,27045,15,1,"core"
5980,27048,15,1,"core"
5980,27051,15,1,"core"
5980,27117,12,0.8,"core"
5980,34001,15,1,"core"
5980,34023,15,1,"core"
5980,34036,15,1,"core"
5980,34050,15,1,"core"
5980,34057,15,1,"core"
5980,34077,15,1,"core"
5980,35021,15,1,"core"
5980,35022,15,1,"core"
5980,35028,15,1,"core"
5980,35037,15,1,"core"
5980,35041,15,1,"core"
5980,35115,14,0.933333333333333,"core"
5980,36014,14,0.933333333333333,"core"
5980,36017,15,1,"core"
5980,36032,7,0.466666666666667,"core"
5980,36033,3,0.2,"trans"
5980,38003,15,1,"core"
5980,38004,14,0.933333333333333,"core"
5980,38006,14,0.933333333333333,"core"
5980,38007,14,0.933333333333333,"core"
5980,38013,15,1,"core"
5980,38025,1,0.0666666666666667,"trans"
5980,38027,15,1,"core"
5980,38031,7,0.466666666666667,"core"
5980,38032,15,1,"core"
5980,38035,1,0.0666666666666667,"trans"
5980,38118,11,0.733333333333333,"core"
5980,39021,15,1,"core"
5980,39025,15,1,"core"
5980,39026,15,1,"core"
5980,39036,15,1,"core"
5980,39041,15,1,"core"
5980,42122,15,1,"core"
5980,44001,11,0.733333333333333,"core"
5980,44003,10,0.666666666666667,"core"
5980,44004,3,0.2,"trans"
5980,44035,1,0.0666666666666667,"trans"
5980,45105,2,0.133333333333333,"trans"
5980,45113,4,0.266666666666667,"trans"
5980,45114,3,0.2,"trans"
5980,45121,3,0.2,"trans"
5980,46001,15,1,"core"
5980,46004,15,1,"core"
5980,46008,15,1,"core"
5980,46027,15,1,"core"
5980,46028,15,1,"core"
5980,46035,15,1,"core"
5980,46041,15,1,"core"
5980,46051,15,1,"core"
5980,46052,15,1,"core"
5980,46112,15,1,"core"
5980,46126,15,1,"core"
5980,46150,15,1,"core"
5980,47009,14,0.933333333333333,"core"
5980,47015,14,0.933333333333333,"core"
5980,47017,12,0.8,"core"
5980,49022,14,0.933333333333333,"core"
5980,49029,15,1,"core"
5980,49039,15,1,"core"
5980,49041,15,1,"core"
5980,49070,15,1,"core"
5980,49900,15,1,"core"
5980,49910,15,1,"core"
5980,50012,1,0.0666666666666667,"trans"
5980,50013,10,0.666666666666667,"core"
5980,50028,15,1,"core"
5980,50059,10,0.666666666666667,"core"
5980,50064,10,0.666666666666667,"core"
5980,50902,15,1,"core"
5980,51028,15,1,"core"
5980,51902,15,1,"core"
5980,52007,15,1,"core"
5980,52008,15,1,"core"
5980,52019,15,1,"core"
5980,52056,15,1,"core"
5980,52057,15,1,"core"
5980,52061,15,1,"core"
5980,52067,15,1,"core"
5980,52070,15,1,"core"
5980,52109,15,1,"core"
5980,52126,15,1,"core"
5980,54001,14,0.933333333333333,"core"
5980,54004,1,0.0666666666666667,"trans"
5980,54014,8,0.533333333333333,"core"
5980,54017,8,0.533333333333333,"core"
5980,54022,12,0.8,"core"
5980,54025,12,0.8,"core"
5980,54035,13,0.866666666666667,"core"
5980,58020,14,0.933333333333333,"core"
5980,58022,2,0.133333333333333,"trans"
5980,59013,4,0.266666666666667,"trans"
5980,59107,15,1,"core"
5980,59116,15,1,"core"
5980,60003,1,0.0666666666666667,"trans"
5980,60028,1,0.0666666666666667,"trans"
5980,60060,2,0.133333333333333,"trans"
5980,60126,1,0.0666666666666667,"trans"
5980,61052,15,1,"core"
5980,61058,15,1,"core"
5980,61123,15,1,"core"
5980,63023,15,1,"core"
5980,63107,15,1,"core"
5980,63207,15,1,"core"
5980,63215,15,1,"core"
5980,63221,15,1,"core"
5980,63222,15,1,"core"
5980,63224,15,1,"core"
5980,63225,15,1,"core"
5980,63905,15,1,"core"
5980,64007,5,0.333333333333333,"trans"
5980,64011,1,0.0666666666666667,"trans"
5980,66039,15,1,"core"
5980,66049,15,1,"core"
5980,66067,15,1,"core"
5980,66074,15,1,"core"
5980,66086,15,1,"core"
5980,66087,15,1,"core"
5980,66904,15,1,"core"
5980,67007,15,1,"core"
5980,67031,5,0.333333333333333,"trans"
5980,67051,15,1,"core"
5980,67057,15,1,"core"
5980,67065,5,0.333333333333333,"trans"
5980,68007,15,1,"core"
5980,68023,8,0.533333333333333,"core"
5980,68083,12,0.8,"core"
5980,68207,15,1,"core"
5980,68211,6,0.4,"core"
5980,68242,15,1,"core"
5980,68297,12,0.8,"core"
5980,68298,15,1,"core"
5980,68316,13,0.866666666666667,"core"
5980,68326,15,1,"core"
5980,68901,15,1,"core"
5980,72005,15,1,"core"
5980,72008,15,1,"core"
