"xllcorner","yllcorner","cellsize","nrows","ncols","band","units","scale","latitude","longitude","site","product","start","end","complete","modis_date","calendar_date","tile","proc_date","pixel","value"
"-6839422.29","4269890.00","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.4,-78.48333," 16","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009161","2009-06-10","h11v05","2015190221847",1,9077
"-6839422.29","4269890.00","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.4,-78.48333," 16","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009177","2009-06-26","h11v05","2015191092741",1,9175
"-6839422.29","4269890.00","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.4,-78.48333," 16","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009193","2009-07-12","h11v05","2015192140937",1,9143
"-6839422.29","4269890.00","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.4,-78.48333," 16","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009209","2009-07-28","h11v05","2015192140932",1,8907
"-6927683.43","4292129.01","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.6,-79.71667," 17","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009129","2009-05-09","h11v05","2015189212013",1,7529
"-6927683.43","4292129.01","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.6,-79.71667," 17","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009145","2009-05-25","h11v05","2015190121822",1,9085
"-6927683.43","4292129.01","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.6,-79.71667," 17","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009161","2009-06-10","h11v05","2015190221847",1,9170
"-6927683.43","4292129.01","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.6,-79.71667," 17","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009177","2009-06-26","h11v05","2015191092741",1,9282
"-6927683.43","4292129.01","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.6,-79.71667," 17","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009193","2009-07-12","h11v05","2015192140937",1,9193
"-6927683.43","4292129.01","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.6,-79.71667," 17","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009209","2009-07-28","h11v05","2015192140932",1,9164
"-6932084.92","4290275.72","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.58333,-79.75," 18","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009129","2009-05-09","h11v05","2015189212013",1,5900
"-6932084.92","4290275.72","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.58333,-79.75," 18","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009145","2009-05-25","h11v05","2015190121822",1,8764
"-6932084.92","4290275.72","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.58333,-79.75," 18","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009161","2009-06-10","h11v05","2015190221847",1,9080
"-6932084.92","4290275.72","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.58333,-79.75," 18","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009177","2009-06-26","h11v05","2015191092741",1,9253
"-6932084.92","4290275.72","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.58333,-79.75," 18","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009193","2009-07-12","h11v05","2015192140937",1,9127
"-6932084.92","4290275.72","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",38.58333,-79.75," 18","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009209","2009-07-28","h11v05","2015192140932",1,9097
"-10619822.49","4123483.14","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",37.08333,-119.71667," 19","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009129","2009-05-09","h08v05","2015189212346",1,3467
"-10619822.49","4123483.14","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",37.08333,-119.71667," 19","MOD13Q1","2009-05-01","2009-07-31",TRUE,"A2009145","2009-05-25","h08v05","2015190120415",1,3403
