"stateroute","mean_ndvi","year"
91068,0.821666666666667,2000
91301,0.857083333333333,2000
91303,0.818333333333333,2000
91307,0.838333333333333,2000
91308,0.861666666666667,2000
91310,0.847083333333333,2000
91311,0.833333333333333,2000
91313,0.867083333333333,2000
91315,0.867083333333333,2000
91316,0.831666666666667,2000
91317,0.82375,2000
91319,0.79375,2000
91320,0.818333333333333,2000
91321,0.799583333333333,2000
91322,0.844166666666667,2000
92001,0.756666666666667,2000
92002,0.686666666666667,2000
92005,0.753333333333333,2000
92007,0.812083333333333,2000
92011,0.7375,2000
92015,0.594166666666667,2000
92019,0.67625,2000
92026,0.699583333333333,2000
92028,0.748333333333333,2000
92030,0.734583333333333,2000
92032,0.743333333333333,2000
92035,0.6925,2000
92037,0.785833333333333,2000
92041,0.725833333333333,2000
92045,0.725833333333333,2000
92051,0.725833333333333,2000
92053,0.668333333333333,2000
92063,0.707083333333333,2000
92077,0.7575,2000
92082,0.59625,2000
92083,0.654583333333333,2000
92084,0.70125,2000
92085,0.65125,2000
92087,0.7175,2000
92090,0.737083333333333,2000
92101,0.62,2000
92103,0.636666666666667,2000
92104,0.727083333333333,2000
92120,0.697916666666667,2000
92123,0.582083333333333,2000
92150,0.764166666666667,2000
92206,0.7,2000
