Order,Family,Species,Trophic guild
Tinamiformes,Tinamidae,Tinamus major,Frugivore: ground to lower canopy gleaner
Tinamiformes,Tinamidae,Crypturellus soui,Frugivore: ground to lower canopy gleaner
Tinamiformes,Tinamidae,Crypturellus cinnamomeus,Frugivore: ground to lower canopy gleaner
Tinamiformes,Tinamidae,Crypturellus boucardi,Frugivore: ground to lower canopy gleaner
Galliformes,Cracidae,Ortalis vetula,Frugivore: ground to lower canopy gleaner
Galliformes,Cracidae,Ortalis wagleri,Frugivore: ground to lower canopy gleaner
Galliformes,Cracidae,Ortalis poliocephala,Frugivore: ground to lower canopy gleaner
Galliformes,Cracidae,Ortalis leucogastra,Frugivore: ground to lower canopy gleaner
Galliformes,Cracidae,Penelope purpurascens,Frugivore: upper-canopy gleaner
Galliformes,Cracidae,Penelopina nigra,Frugivore: ground to lower canopy gleaner
Galliformes,Cracidae,Oreophasis derbianus,Frugivore: ground to lower canopy gleaner
Galliformes,Cracidae,Crax rubra,Frugivore: ground to lower canopy gleaner
Galliformes,Odontophoridae,Dendrortyx barbatus,Granivore: ground to undergrowth gleaner
Galliformes,Odontophoridae,Dendrortyx macroura,Granivore: ground to undergrowth gleaner
Galliformes,Odontophoridae,Dendrortyx leucophrys,Granivore: ground to undergrowth gleaner
Galliformes,Odontophoridae,Oreortyx pictus,Granivore: ground to undergrowth gleaner
Galliformes,Odontophoridae,Callipepla squamata,Granivore: ground to undergrowth gleaner
Galliformes,Odontophoridae,Callipepla douglasii,Granivore: ground to undergrowth gleaner
Galliformes,Odontophoridae,Callipepla californica,Granivore: ground to undergrowth gleaner
Galliformes,Odontophoridae,Callipepla gambelii,Granivore: ground to undergrowth gleaner
Galliformes,Odontophoridae,Philortyx fasciatus,Granivore: ground to undergrowth gleaner
Galliformes,Odontophoridae,Colinus virginianus,Granivore: ground to undergrowth gleaner
Galliformes,Odontophoridae,Colinus nigrogularis,Granivore: ground to undergrowth gleaner
Galliformes,Odontophoridae,Odontophorus guttatus,Granivore: ground to undergrowth gleaner
Galliformes,Odontophoridae,Dactylortyx thoracicus,Herbivores: ground forager
Galliformes,Odontophoridae,Cyrtonyx montezumae,Granivore: ground to undergrowth gleaner
Galliformes,Odontophoridae,Cyrtonyx ocellatus,Granivore: ground to undergrowth gleaner
Galliformes,Phasianidae,Bonasa umbellus,Herbivores: ground forager
Galliformes,Phasianidae,Centrocercus urophasianus,Herbivores: ground forager
Galliformes,Phasianidae,Falcipennis canadensis,Herbivores: ground forager
Galliformes,Phasianidae,Lagopus lagopus,Herbivores: ground forager
Galliformes,Phasianidae,Lagopus muta,Herbivores: ground forager
Galliformes,Phasianidae,Lagopus leucura,Herbivores: ground forager
Galliformes,Phasianidae,Dendragapus obscurus,Herbivores: ground forager
Galliformes,Phasianidae,Tympanuchus phasianellus,Granivore: ground to undergrowth gleaner
Galliformes,Phasianidae,Tympanuchus cupido,Granivore: ground to undergrowth gleaner
Galliformes,Phasianidae,Tympanuchus pallidicinctus,Granivore: ground to undergrowth gleaner
Galliformes,Phasianidae,Meleagris gallopavo,Herbivores: ground forager
Galliformes,Phasianidae,Meleagris ocellata,Herbivores: ground forager
Accipitriformes,Cathartidae,Coragyps atratus,Scavengers
Accipitriformes,Cathartidae,Cathartes aura,Scavengers
Accipitriformes,Cathartidae,Cathartes burrovianus,Scavengers
Accipitriformes,Cathartidae,Gymnogyps californianus,Scavengers
Accipitriformes,Cathartidae,Sarcoramphus papa,Scavengers
Accipitriformes,Pandionidae,Pandion haliaetus,Carnivore: freshwater-forager
Accipitriformes,Accipitridae,Leptodon cayanensis,Insectivore: upper canopy foliage gleaner
Accipitriformes,Accipitridae,Chondrohierax uncinatus,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Elanoides forficatus,Insectivore: air hawker above canopy
Accipitriformes,Accipitridae,Elanus leucurus,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Rostrhamus sociabilis,Carnivore: freshwater-forager
Accipitriformes,Accipitridae,Harpagus bidentatus,Insectivore: upper canopy foliage gleaner
Accipitriformes,Accipitridae,Ictinia mississippiensis,Insectivore: air hawker above canopy
Accipitriformes,Accipitridae,Ictinia plumbea,Insectivore: air hawker above canopy
Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Carnivore: freshwater-forager
Accipitriformes,Accipitridae,Busarellus nigricollis,Carnivore: freshwater-forager
Accipitriformes,Accipitridae,Circus cyaneus,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Accipiter striatus,Carnivore: air-hawker
Accipitriformes,Accipitridae,Accipiter cooperii,Carnivore: air-hawker
Accipitriformes,Accipitridae,Accipiter bicolor,Carnivore: air-hawker
Accipitriformes,Accipitridae,Accipiter gentilis,Carnivore: arboreal-hawker
Accipitriformes,Accipitridae,Geranospiza caerulescens,Carnivore: arboreal-hawker
Accipitriformes,Accipitridae,Leucopternis albicollis,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Buteogallus anthracinus,Carnivore: freshwater-forager
Accipitriformes,Accipitridae,Buteogallus urubitinga,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Parabuteo unicinctus,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Harpyhaliaetus solitarius,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Buteo magnirostris,Insectivore: ground gleaner
Accipitriformes,Accipitridae,Buteo lineatus,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Buteo platypterus,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Buteo nitidus,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Buteo brachyurus,Carnivore: arboreal-hawker
Accipitriformes,Accipitridae,Buteo swainsoni,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Buteo albicaudatus,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Buteo albonotatus,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Buteo jamaicensis,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Buteo regalis,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Buteo lagopus,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Harpia harpyja,Carnivore: arboreal-hawker
Accipitriformes,Accipitridae,Aquila chrysaetos,Carnivore: ground-hawker
Accipitriformes,Accipitridae,Spizaetus tyrannus,Carnivore: arboreal-hawker
Accipitriformes,Accipitridae,Spizaetus ornatus,Carnivore: arboreal-hawker
Accipitriformes,Accipitridae,Spizaetus melanoleucus,Carnivore: arboreal-hawker
Falconiformes,Falconidae,Micrastur ruficollis,Carnivore: ground-hawker
Falconiformes,Falconidae,Micrastur semitorquatus,Carnivore: ground-hawker
Falconiformes,Falconidae,Ibycter americanus,Insectivore: upper canopy foliage gleaner
Falconiformes,Falconidae,Caracara cheriway,Scavengers
Falconiformes,Falconidae,Herpetotheres cachinnans,Carnivore: ground-hawker
Falconiformes,Falconidae,Falco sparverius,Insectivore: ground gleaner
Falconiformes,Falconidae,Falco columbarius,Carnivore: air-hawker
Falconiformes,Falconidae,Falco femoralis,Carnivore: air-hawker
Falconiformes,Falconidae,Falco rufigularis,Carnivore: air-hawker
Falconiformes,Falconidae,Falco deiroleucus,Carnivore: air-hawker
Falconiformes,Falconidae,Falco rusticolus,Carnivore: air-hawker
Falconiformes,Falconidae,Falco peregrinus,Carnivore: air-hawker
Falconiformes,Falconidae,Falco mexicanus,Carnivore: air-hawker
Columbiformes,Columbidae,Patagioenas cayennensis,Frugivore: upper-canopy gleaner
Columbiformes,Columbidae,Patagioenas speciosa,Frugivore: upper-canopy gleaner
Columbiformes,Columbidae,Patagioenas leucocephala,Frugivore: ground to lower canopy gleaner
Columbiformes,Columbidae,Patagioenas flavirostris,Frugivore: ground to lower canopy gleaner
Columbiformes,Columbidae,Patagioenas fasciata,Granivore: ground to undergrowth gleaner
Columbiformes,Columbidae,Patagioenas nigrirostris,Frugivore: ground to lower canopy gleaner
Columbiformes,Columbidae,Zenaida asiatica,Granivore: ground to undergrowth gleaner
Columbiformes,Columbidae,Zenaida macroura,Granivore: ground to undergrowth gleaner
Columbiformes,Columbidae,Ectopistes migratorius,Granivore: ground to undergrowth gleaner
Columbiformes,Columbidae,Columbina inca,Granivore: ground to undergrowth gleaner
Columbiformes,Columbidae,Columbina passerina,Granivore: ground to undergrowth gleaner
Columbiformes,Columbidae,Columbina minuta,Granivore: ground to undergrowth gleaner
Columbiformes,Columbidae,Columbina talpacoti,Granivore: ground to undergrowth gleaner
Columbiformes,Columbidae,Claravis pretiosa,Granivore: ground to undergrowth gleaner
Columbiformes,Columbidae,Claravis mondetoura,Granivore: ground to undergrowth gleaner
Columbiformes,Columbidae,Leptotila verreauxi,Granivore: ground to undergrowth gleaner
Columbiformes,Columbidae,Leptotila plumbeiceps,Granivore: ground to undergrowth gleaner
Columbiformes,Columbidae,Leptotila jamaicensis,Granivore: ground to undergrowth gleaner
Columbiformes,Columbidae,Leptotila cassini,Granivore: ground to undergrowth gleaner
Columbiformes,Columbidae,Geotrygon albifacies,Granivore: ground to undergrowth gleaner
Columbiformes,Columbidae,Geotrygon carrikeri,Granivore: ground to undergrowth gleaner
Columbiformes,Columbidae,Geotrygon montana,Granivore: ground to undergrowth gleaner
Psittaciformes,Psittacidae,Conuropsis carolinensis,Frugivore: upper-canopy gleaner
Psittaciformes,Psittacidae,Aratinga holochlora,Frugivore: upper-canopy gleaner
Psittaciformes,Psittacidae,Aratinga strenua,Frugivore: upper-canopy gleaner
Psittaciformes,Psittacidae,Aratinga nana,Frugivore: upper-canopy gleaner
Psittaciformes,Psittacidae,Aratinga canicularis,Frugivore: upper-canopy gleaner
Psittaciformes,Psittacidae,Ara militaris,Frugivore: upper-canopy gleaner
Psittaciformes,Psittacidae,Ara macao,Frugivore: upper-canopy gleaner
Psittaciformes,Psittacidae,Rhynchopsitta pachyrhyncha,Granivore: lower to upper canopy gleaner
Psittaciformes,Psittacidae,Rhynchopsitta terrisi,Granivore: lower to upper canopy gleaner
Psittaciformes,Psittacidae,Bolborhynchus lineola,Granivore: lower to upper canopy gleaner
Psittaciformes,Psittacidae,Forpus cyanopygius,Frugivore: upper-canopy gleaner
Psittaciformes,Psittacidae,Brotogeris jugularis,Frugivore: upper-canopy gleaner
Psittaciformes,Psittacidae,Pyrilia haematotis,Frugivore: upper-canopy gleaner
Psittaciformes,Psittacidae,Pionus senilis,Frugivore: upper-canopy gleaner
Psittaciformes,Psittacidae,Amazona albifrons,Frugivore: upper-canopy gleaner
Psittaciformes,Psittacidae,Amazona xantholora,Frugivore: upper-canopy gleaner
Psittaciformes,Psittacidae,Amazona viridigenalis,Granivore: lower to upper canopy gleaner
Psittaciformes,Psittacidae,Amazona finschi,Frugivore: upper-canopy gleaner
Psittaciformes,Psittacidae,Amazona autumnalis,Frugivore: upper-canopy gleaner
Psittaciformes,Psittacidae,Amazona farinosa,Frugivore: upper-canopy gleaner
Psittaciformes,Psittacidae,Amazona oratrix,Granivore: lower to upper canopy gleaner
Psittaciformes,Psittacidae,Amazona auropalliata,Granivore: lower to upper canopy gleaner
Cuculiformes,Cuculidae,Piaya cayana,Insectivore: upper canopy foliage gleaner
Cuculiformes,Cuculidae,Coccyzus americanus,Insectivore: upper canopy foliage gleaner
Cuculiformes,Cuculidae,Coccyzus minor,Insectivore: upper canopy foliage gleaner
Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Insectivore: upper canopy foliage gleaner
Cuculiformes,Cuculidae,Tapera naevia,Insectivore: lower canopy foliage gleaner
Cuculiformes,Cuculidae,Dromococcyx phasianellus,Insectivore: ground gleaner
Cuculiformes,Cuculidae,Morococcyx erythropygus,Insectivore: ground gleaner
Cuculiformes,Cuculidae,Geococcyx velox,Carnivore: ground-hawker
Cuculiformes,Cuculidae,Geococcyx californianus,Carnivore: ground-hawker
Cuculiformes,Cuculidae,Crotophaga ani,Insectivore: ground gleaner
Cuculiformes,Cuculidae,Crotophaga sulcirostris,Insectivore: ground gleaner
Strigiformes,Tytonidae,Tyto alba,Carnivore-nocturnal
Strigiformes,Strigidae,Otus flammeolus,Insectivore-nocturnal
Strigiformes,Strigidae,Megascops kennicottii,Insectivore-nocturnal
Strigiformes,Strigidae,Megascops asio,Insectivore-nocturnal
Strigiformes,Strigidae,Megascops seductus,Insectivore-nocturnal
Strigiformes,Strigidae,Megascops cooperi,Insectivore-nocturnal
Strigiformes,Strigidae,Megascops trichopsis,Insectivore-nocturnal
Strigiformes,Strigidae,Megascops barbarus,Insectivore-nocturnal
Strigiformes,Strigidae,Megascops guatemalae,Insectivore-nocturnal
Strigiformes,Strigidae,Lophostrix cristata,Insectivore-nocturnal
Strigiformes,Strigidae,Pulsatrix perspicillata,Carnivore-nocturnal
Strigiformes,Strigidae,Bubo virginianus,Carnivore-nocturnal
Strigiformes,Strigidae,Bubo scandiacus,Carnivore: ground-hawker
Strigiformes,Strigidae,Surnia ulula,Carnivore: ground-hawker
Strigiformes,Strigidae,Glaucidium gnoma,Carnivore: ground-hawker
Strigiformes,Strigidae,Glaucidium griseiceps,Insectivore-nocturnal
Strigiformes,Strigidae,Glaucidium sanchezi,Carnivore-nocturnal
Strigiformes,Strigidae,Glaucidium palmarum,Carnivore-nocturnal
Strigiformes,Strigidae,Glaucidium brasilianum,Insectivore: lower canopy foliage gleaner
Strigiformes,Strigidae,Micrathene whitneyi,Insectivore: lower canopy foliage gleaner
Strigiformes,Strigidae,Athene cunicularia,Insectivore: ground gleaner
Strigiformes,Strigidae,Ciccaba virgata,Carnivore-nocturnal
Strigiformes,Strigidae,Ciccaba nigrolineata,Carnivore-nocturnal
Strigiformes,Strigidae,Strix occidentalis,Carnivore-nocturnal
Strigiformes,Strigidae,Strix varia,Carnivore-nocturnal
Strigiformes,Strigidae,Strix fulvescens,Carnivore-nocturnal
Strigiformes,Strigidae,Strix nebulosa,Carnivore-nocturnal
Strigiformes,Strigidae,Asio otus,Carnivore-nocturnal
Strigiformes,Strigidae,Asio stygius,Carnivore-nocturnal
Strigiformes,Strigidae,Asio flammeus,Carnivore: ground-hawker
Strigiformes,Strigidae,Pseudoscops clamator,Carnivore-nocturnal
Strigiformes,Strigidae,Aegolius funereus,Carnivore-nocturnal
Strigiformes,Strigidae,Aegolius acadicus,Carnivore-nocturnal
Caprimulgiformes,Caprimulgidae,Lurocalis semitorquatus,Insectivore-nocturnal
Caprimulgiformes,Caprimulgidae,Chordeiles acutipennis,Insectivore-nocturnal
Caprimulgiformes,Caprimulgidae,Chordeiles minor,Insectivore-nocturnal
Caprimulgiformes,Caprimulgidae,Nyctidromus albicollis,Insectivore-nocturnal
Caprimulgiformes,Caprimulgidae,Phalaenoptilus nuttallii,Insectivore-nocturnal
Caprimulgiformes,Caprimulgidae,Nyctiphrynus mcleodii,Insectivore-nocturnal
Caprimulgiformes,Caprimulgidae,Nyctiphrynus yucatanicus,Insectivore-nocturnal
Caprimulgiformes,Caprimulgidae,Caprimulgus carolinensis,Insectivore-nocturnal
Caprimulgiformes,Caprimulgidae,Caprimulgus salvini,Insectivore-nocturnal
Caprimulgiformes,Caprimulgidae,Caprimulgus badius,Insectivore-nocturnal
Caprimulgiformes,Caprimulgidae,Caprimulgus ridgwayi,Insectivore-nocturnal
Caprimulgiformes,Caprimulgidae,Caprimulgus vociferus,Insectivore-nocturnal
Caprimulgiformes,Caprimulgidae,Caprimulgus maculicaudus,Insectivore-nocturnal
Caprimulgiformes,Nyctibiidae,Nyctibius grandis,Insectivore-nocturnal
Caprimulgiformes,Nyctibiidae,Nyctibius jamaicensis,Insectivore-nocturnal
Apodiformes,Apodidae,Cypseloides niger,Insectivore: air hawker above canopy
Apodiformes,Apodidae,Cypseloides storeri,Insectivore: air hawker above canopy
Apodiformes,Apodidae,Streptoprocne rutila,Insectivore: air hawker above canopy
Apodiformes,Apodidae,Streptoprocne zonaris,Insectivore: air hawker above canopy
Apodiformes,Apodidae,Streptoprocne semicollaris,Insectivore: air hawker above canopy
Apodiformes,Apodidae,Chaetura pelagica,Insectivore: air hawker above canopy
Apodiformes,Apodidae,Chaetura vauxi,Insectivore: air hawker above canopy
Apodiformes,Apodidae,Aeronautes saxatalis,Insectivore: air hawker above canopy
Apodiformes,Apodidae,Panyptila cayennensis,Insectivore: air hawker above canopy
Apodiformes,Apodidae,Panyptila sanctihieronymi,Insectivore: air hawker above canopy
Apodiformes,Trochilidae,Phaethornis longirostris,Nectarivore
Apodiformes,Trochilidae,Phaethornis striigularis,Nectarivore
Apodiformes,Trochilidae,Campylopterus curvipennis,Nectarivore
Apodiformes,Trochilidae,Campylopterus excellens,Nectarivore
Apodiformes,Trochilidae,Campylopterus rufus,Nectarivore
Apodiformes,Trochilidae,Campylopterus hemileucurus,Nectarivore
Apodiformes,Trochilidae,Florisuga mellivora,Nectarivore
Apodiformes,Trochilidae,Colibri thalassinus,Nectarivore
Apodiformes,Trochilidae,Anthracothorax prevostii,Nectarivore
Apodiformes,Trochilidae,Abeillia abeillei,Nectarivore
Apodiformes,Trochilidae,Lophornis brachylophus,Nectarivore
Apodiformes,Trochilidae,Lophornis helenae,Nectarivore
Apodiformes,Trochilidae,Chlorostilbon auriceps,Nectarivore
Apodiformes,Trochilidae,Chlorostilbon canivetii,Nectarivore
Apodiformes,Trochilidae,Cynanthus sordidus,Nectarivore
Apodiformes,Trochilidae,Cynanthus latirostris,Nectarivore
Apodiformes,Trochilidae,Thalurania ridgwayi,Nectarivore
Apodiformes,Trochilidae,Hylocharis eliciae,Nectarivore
Apodiformes,Trochilidae,Hylocharis leucotis,Nectarivore
Apodiformes,Trochilidae,Hylocharis xantusii,Nectarivore
Apodiformes,Trochilidae,Amazilia candida,Nectarivore
Apodiformes,Trochilidae,Amazilia cyanocephala,Nectarivore
Apodiformes,Trochilidae,Amazilia beryllina,Nectarivore
Apodiformes,Trochilidae,Amazilia cyanura,Nectarivore
Apodiformes,Trochilidae,Amazilia tzacatl,Nectarivore
Apodiformes,Trochilidae,Amazilia yucatanensis,Nectarivore
Apodiformes,Trochilidae,Amazilia rutila,Nectarivore
Apodiformes,Trochilidae,Amazilia violiceps,Nectarivore
Apodiformes,Trochilidae,Amazilia viridifrons,Nectarivore
Apodiformes,Trochilidae,Eupherusa eximia,Nectarivore
Apodiformes,Trochilidae,Eupherusa cyanophrys,Nectarivore
Apodiformes,Trochilidae,Eupherusa poliocerca,Nectarivore
Apodiformes,Trochilidae,Lampornis viridipallens,Nectarivore
Apodiformes,Trochilidae,Lampornis amethystinus,Nectarivore
Apodiformes,Trochilidae,Lampornis clemenciae,Nectarivore
Apodiformes,Trochilidae,Lamprolaima rhami,Nectarivore
Apodiformes,Trochilidae,Eugenes fulgens,Nectarivore
Apodiformes,Trochilidae,Heliothryx barroti,Nectarivore
Apodiformes,Trochilidae,Heliomaster longirostris,Nectarivore
Apodiformes,Trochilidae,Heliomaster constantii,Nectarivore
Apodiformes,Trochilidae,Doricha enicura,Nectarivore
Apodiformes,Trochilidae,Doricha eliza,Nectarivore
Apodiformes,Trochilidae,Tilmatura dupontii,Nectarivore
Apodiformes,Trochilidae,Calothorax lucifer,Nectarivore
Apodiformes,Trochilidae,Calothorax pulcher,Nectarivore
Apodiformes,Trochilidae,Archilochus colubris,Nectarivore
Apodiformes,Trochilidae,Archilochus alexandri,Nectarivore
Apodiformes,Trochilidae,Calypte anna,Nectarivore
Apodiformes,Trochilidae,Calypte costae,Nectarivore
Apodiformes,Trochilidae,Stellula calliope,Nectarivore
Apodiformes,Trochilidae,Atthis heloisa,Nectarivore
Apodiformes,Trochilidae,Atthis ellioti,Nectarivore
Apodiformes,Trochilidae,Selasphorus platycercus,Nectarivore
Apodiformes,Trochilidae,Selasphorus rufus,Nectarivore
Apodiformes,Trochilidae,Selasphorus sasin,Nectarivore
Trogoniformes,Trogonidae,Trogon massena,Frugivore: upper-canopy gleaner
Trogoniformes,Trogonidae,Trogon melanocephalus,Frugivore: upper-canopy gleaner
Trogoniformes,Trogonidae,Trogon citreolus,Frugivore: upper-canopy gleaner
Trogoniformes,Trogonidae,Trogon violaceus,Frugivore: upper-canopy gleaner
Trogoniformes,Trogonidae,Trogon elegans,Frugivore: upper-canopy gleaner
Trogoniformes,Trogonidae,Trogon mexicanus,Frugivore: upper-canopy gleaner
Trogoniformes,Trogonidae,Trogon collaris,Frugivore: upper-canopy gleaner
Trogoniformes,Trogonidae,Euptilotis neoxenus,Frugivore: upper-canopy gleaner
Trogoniformes,Trogonidae,Pharomachrus mocinno,Frugivore: upper-canopy gleaner
Coraciiformes,Momotidae,Hylomanes momotula,Insectivore: air hawker under canopy
Coraciiformes,Momotidae,Aspatha gularis,Insectivore: air hawker under canopy
Coraciiformes,Momotidae,Momotus mexicanus,Insectivore: air hawker under canopy
Coraciiformes,Momotidae,Momotus momota,Insectivore: air hawker under canopy
Coraciiformes,Momotidae,Electron carinatum,Insectivore: lower canopy foliage gleaner
Coraciiformes,Momotidae,Eumomota superciliosa,Insectivore: ground gleaner
Coraciiformes,Alcedinidae,Megaceryle torquata,Carnivore: freshwater-forager
Coraciiformes,Alcedinidae,Megaceryle alcyon,Carnivore: freshwater-forager
Coraciiformes,Alcedinidae,Chloroceryle amazona,Carnivore: freshwater-forager
Coraciiformes,Alcedinidae,Chloroceryle americana,Carnivore: freshwater-forager
Coraciiformes,Alcedinidae,Chloroceryle aenea,Carnivore: freshwater-forager
Piciformes,Bucconidae,Notharchus hyperrhynchus,Insectivore: upper canopy foliage gleaner
Piciformes,Bucconidae,Malacoptila panamensis,Insectivore: lower canopy foliage gleaner
Piciformes,Galbulidae,Galbula ruficauda,Insectivore: air hawker under canopy
Piciformes,Ramphastidae,Aulacorhynchus prasinus,Frugivore: upper-canopy gleaner
Piciformes,Ramphastidae,Pteroglossus torquatus,Frugivore: upper-canopy gleaner
Piciformes,Ramphastidae,Ramphastos sulfuratus,Frugivore: upper-canopy gleaner
Piciformes,Picidae,Melanerpes lewis,Insectivore: air hawker under canopy
Piciformes,Picidae,Melanerpes erythrocephalus,Insectivore: air hawker under canopy
Piciformes,Picidae,Melanerpes formicivorus,Insectivore: bark excavator
Piciformes,Picidae,Melanerpes pucherani,Insectivore: bark excavator
Piciformes,Picidae,Melanerpes chrysogenys,Insectivore: bark excavator
Piciformes,Picidae,Melanerpes hypopolius,Insectivore: bark excavator
Piciformes,Picidae,Melanerpes pygmaeus,Insectivore: bark excavator
Piciformes,Picidae,Melanerpes uropygialis,Insectivore: bark excavator
Piciformes,Picidae,Melanerpes aurifrons,Insectivore: bark excavator
Piciformes,Picidae,Melanerpes carolinus,Insectivore: bark excavator
Piciformes,Picidae,Sphyrapicus thyroideus,Insectivore: bark excavator
Piciformes,Picidae,Sphyrapicus varius,Insectivore: bark excavator
Piciformes,Picidae,Sphyrapicus nuchalis,Insectivore: bark excavator
Piciformes,Picidae,Sphyrapicus ruber,Insectivore: bark excavator
Piciformes,Picidae,Picoides scalaris,Insectivore: bark excavator
Piciformes,Picidae,Picoides nuttallii,Insectivore: bark excavator
Piciformes,Picidae,Picoides pubescens,Insectivore: bark excavator
Piciformes,Picidae,Picoides villosus,Insectivore: bark excavator
Piciformes,Picidae,Picoides arizonae,Insectivore: bark excavator
Piciformes,Picidae,Picoides stricklandi,Insectivore: bark excavator
Piciformes,Picidae,Picoides borealis,Insectivore: bark excavator
Piciformes,Picidae,Picoides albolarvatus,Insectivore: bark excavator
Piciformes,Picidae,Picoides dorsalis,Insectivore: bark excavator
Piciformes,Picidae,Picoides arcticus,Insectivore: bark excavator
Piciformes,Picidae,Veniliornis fumigatus,Insectivore: bark excavator
Piciformes,Picidae,Colaptes rubiginosus,Insectivore: bark excavator
Piciformes,Picidae,Colaptes auricularis,Insectivore: bark excavator
Piciformes,Picidae,Colaptes auratus,Insectivore: ground gleaner
Piciformes,Picidae,Colaptes chrysoides,Insectivore: ground gleaner
Piciformes,Picidae,Celeus castaneus,Insectivore: bark excavator
Piciformes,Picidae,Dryocopus lineatus,Insectivore: bark excavator
Piciformes,Picidae,Dryocopus pileatus,Insectivore: bark excavator
Piciformes,Picidae,Campephilus guatemalensis,Insectivore: bark excavator
Piciformes,Picidae,Campephilus principalis,Insectivore: bark excavator
Piciformes,Picidae,Campephilus imperialis,Insectivore: bark excavator
Passeriformes,Furnariidae,Sclerurus mexicanus,Insectivore: ground gleaner
Passeriformes,Furnariidae,Sclerurus guatemalensis,Insectivore: ground gleaner
Passeriformes,Furnariidae,Synallaxis erythrothorax,Insectivore: lower canopy foliage gleaner
Passeriformes,Furnariidae,Anabacerthia variegaticeps,Insectivore: lower canopy foliage gleaner
Passeriformes,Furnariidae,Automolus ochrolaemus,Insectivore: ground gleaner
Passeriformes,Furnariidae,Automolus rubiginosus,Insectivore: lower canopy foliage gleaner
Passeriformes,Furnariidae,Xenops minutus,Insectivore: lower canopy foliage gleaner
Passeriformes,Furnariidae,Dendrocincla anabatina,Insectivore: ground gleaner
Passeriformes,Furnariidae,Dendrocincla homochroa,Insectivore: ground gleaner
Passeriformes,Furnariidae,Sittasomus griseicapillus,Insectivore: bark gleaner
Passeriformes,Furnariidae,Glyphorynchus spirurus,Insectivore: bark gleaner
