"species_id","aou","english_common_name","french_common_name","spanish_common_name","sporder","family","genus","species"
1448,5960,"Black-headed Grosbeak","Cardinal à tête noire","Pheucticus melanocephalus","Passeriformes","Cardinalidae","Pheucticus","melanocephalus"
1454,5970,"Blue Grosbeak","Guiraca bleu","Passerina caerulea","Passeriformes","Cardinalidae","Passerina","caerulea"
1455,5990,"Lazuli Bunting","Passerin azuré","Passerina amoena","Passeriformes","Cardinalidae","Passerina","amoena"
1456,5980,"Indigo Bunting","Passerin indigo","Passerina cyanea","Passeriformes","Cardinalidae","Passerina","cyanea"
1457,5986,"hybrid Lazuli Bunting x Indigo Bunting","hybride Passerin azuré x Passerin indigo","Passerina amoena x cyanea","Passeriformes","Cardinalidae","Passerina","amoena x cyanea"
1460,6000,"Varied Bunting","Passerin varié","Passerina versicolor","Passeriformes","Cardinalidae","Passerina","versicolor"
1461,6010,"Painted Bunting","Passerin nonpareil","Passerina ciris","Passeriformes","Cardinalidae","Passerina","ciris"
1462,6040,"Dickcissel","Dickcissel d'Amérique","Spiza americana","Passeriformes","Cardinalidae","Spiza","americana"
1463,4940,"Bobolink","Goglu des prés","Dolichonyx oryzivorus","Passeriformes","Icteridae","Dolichonyx","oryzivorus"
1464,4980,"Red-winged Blackbird","Carouge à épaulettes","Agelaius phoeniceus","Passeriformes","Icteridae","Agelaius","phoeniceus"
1465,5000,"Tricolored Blackbird","Carouge de Californie","Agelaius tricolor","Passeriformes","Icteridae","Agelaius","tricolor"
1467,5010,"Eastern Meadowlark","Sturnelle des prés","Sturnella magna","Passeriformes","Icteridae","Sturnella","magna"
1468,5011,"Western Meadowlark","Sturnelle de l'Ouest","Sturnella neglecta","Passeriformes","Icteridae","Sturnella","neglecta"
1469,5012,"unid. Eastern Meadowlark / Western Meadowlark","unid Sturnelle des prés / Sturnelle de l'Ouest","Sturnella magna / neglecta","Passeriformes","Icteridae","Sturnella","magna / neglecta"
1470,4970,"Yellow-headed Blackbird","Carouge à tête jaune","Xanthocephalus xanthocephalus","Passeriformes","Icteridae","Xanthocephalus","xanthocephalus"
1472,5090,"Rusty Blackbird","Quiscale rouilleux","Euphagus carolinus","Passeriformes","Icteridae","Euphagus","carolinus"
1473,5100,"Brewer's Blackbird","Quiscale de Brewer","Euphagus cyanocephalus","Passeriformes","Icteridae","Euphagus","cyanocephalus"
1474,5110,"Common Grackle","Quiscale bronzé","Quiscalus quiscula","Passeriformes","Icteridae","Quiscalus","quiscula"
1475,5130,"Boat-tailed Grackle","Quiscale des marais","Quiscalus major","Passeriformes","Icteridae","Quiscalus","major"
1476,5120,"Great-tailed Grackle","Quiscale à longue queue","Quiscalus mexicanus","Passeriformes","Icteridae","Quiscalus","mexicanus"
1477,5135,"unid. Boat-tailed Grackle / Great-tailed Grackle","unid Quiscale des marais / Quiscale à longue queue","Quiscalus major / mexicanus","Passeriformes","Icteridae","Quiscalus","major / mexicanus"
1478,4961,"Shiny Cowbird","Vacher luisant","Molothrus bonariensis","Passeriformes","Icteridae","Molothrus","bonariensis"
1479,4960,"Bronzed Cowbird","Vacher bronzé","Molothrus aeneus","Passeriformes","Icteridae","Molothrus","aeneus"
1480,4950,"Brown-headed Cowbird","Vacher à tête brune","Molothrus ater","Passeriformes","Icteridae","Molothrus","ater"
1482,4955,"unid. Bronzed Cowbird / Brown-headed Cowbird","unid Vacher bronzé / à tête brune","Molothrus aeneus / ater","Passeriformes","Icteridae","Molothrus","aeneus / ater"
1486,5060,"Orchard Oriole","Oriole des vergers","Icterus spurius","Passeriformes","Icteridae","Icterus","spurius"
1487,5050,"Hooded Oriole","Oriole masqué","Icterus cucullatus","Passeriformes","Icteridae","Icterus","cucullatus"
1491,5080,"Bullock's Oriole","Oriole de Bullock","Icterus bullockii","Passeriformes","Icteridae","Icterus","bullockii"
1493,5032,"Spot-breasted Oriole","Oriole maculé","Icterus pectoralis","Passeriformes","Icteridae","Icterus","pectoralis"
1494,5031,"Altamira Oriole","Oriole à gros bec","Icterus gularis","Passeriformes","Icteridae","Icterus","gularis"
1495,5030,"Audubon's Oriole","Oriole d'Audubon","Icterus graduacauda","Passeriformes","Icteridae","Icterus","graduacauda"
1496,5070,"Baltimore Oriole","Oriole de Baltimore","Icterus galbula","Passeriformes","Icteridae","Icterus","galbula"
1498,5077,"unid. Bullock's Oriole / Baltimore Oriole","unid Oriole de Baltimore / Oriole de Bullock's","Icterus bullockii / galbula","Passeriformes","Icteridae","Icterus","bullockii / galbula"
1500,5040,"Scott's Oriole","Oriole jaune-verdâtre","Icterus parisorum","Passeriformes","Icteridae","Icterus","parisorum"
